"","BLM_Name","Address_1","Address_2","City","State","Zip_Code","Latitude","Longitude","Phone_Number","Description","Directions","Activities","address","ContactRegion","CAMPING","WATER SPORTS","ENVIRONMENTAL EDUCATION","NON-MOTORIZED BOATING","DAY USE AREA","PADDLE BOATING","WATER ACCESS","RAFTING","WHITEWATER RAFTING","BIRDING","BACKPACKING","INTERPRETIVE PROGRAMS","WILDLIFE VIEWING","FISHING","BOATING","HORSEBACK RIDING","HIKING","OFF HIGHWAY VEHICLE","RECREATIONAL VEHICLES","SENIC DRIVE","PHOTOGRAPHY","CLIMBING","HUNTING","WILDERNESS","INFORMATION SITE","PICNICKING","attraction","contactRegion","Description_Length","Description_Length_Words","Direction_Length","Direction_Length_Words"
"122","Sage Campground ","Kremmling Field Office ","2103 East Park Avenue","Kremmling","Colorado","80459",40.87357778,-106.22057222,"970-724-3000","The North Sand Hills Campground was installed in 2011 to accommodate large RVs. The campground has two vault toilets and 13 individual pull-through sites, each with a picnic table, fire ring, and tent pad. In addition to the developed campground, numerous dispersed camping sites exist within the North Sand Hills OHV area. Always use existing sites. For more information, please contact the Kremmling Field Office.","Sage campground is located in Jackson County, approximately 11 miles northeast of Walden. From Walden, take Highway 125 north about 10 miles, then turn east on County Road 6. Continue about 3.5 miles, then turn right on county road 6N and go about 2 miles. Stage anywhere.","CAMPING OFF HIGHWAY VEHICLE","Kremmling Field Office  2103 East Park Avenue",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Campground",20,415,66,272,47
"123","San Luis Hills WSA ","San Luis Valley Field Office","1313 E. Highway 160","Monte Vista","Colorado","81144",37.129893,-105.822726,"719-852-7074","The San Luis Hills WSA is characterized by a series of hills, which rise abruptly above the broad San Luis Valley. Most of the hills are rounded, although some cliffs occur in the northern portion of the WSA. John James Gulch and numerous smaller drainages provide topographic screening and create many opportunities for solitude. 

Distant views of Sangre de Cristo and San Juan mountain peaks, across the broad and sparsely-populated San Luis Valley, create a wonderful image of vastness. Vegetation, which is sparse due to the arid climate, consists mainly of low-growing desert shrubs and grasses, pinyon and juniper. Fauna is also sparse due to lack of water, but includes mule deer, antelope, various raptors, and various songbirds.

Activities include hiking, backpacking, horseback riding, and photography. For more information, please contact the San Luis Valley Field Office. 
","The San Luis Hills WSA is located in Conejos County, approximately three miles southeast of Manassa; 28 miles south of Alamosa.","HIKING HORSEBACK RIDING PHOTOGRAPHY","San Luis Valley Field Office 1313 E. Highway 160",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"WSA",15,887,139,127,21
"124","Seep Springs OHV Area ","Royal Gorge Field Office","3028 E. Main Street","Canon City","Colorado","81212",38.56682,-105.27884,"(710) 269-8500","Seep Springs Recreation Area is located near Canon City offering fun and challenging trails combined with outstanding views. High points along the 16 miles of roads and trails give the visitor open ranchland views as they wind through pinon and juniper woodlands and ponderosa pine forests with sandstone rocks throughout the area. ATVs, motorcycle, four wheeler and horseback riding are common recreation activities for Seep Springs. The area has trail map information and ample parking space for trailers. Wet weather gates close the area to motorized use during wet conditions. For more information, please contact the Royal Gorge Field Office.
","LOCATION: 9 miles north of Canon City, Colorado, off of U.S. Hwy 50 and Fremont County Road 69. From Canon City head west on U.S. Hwy 50 for approximately 3.5 miles, turn right onto Fremont County Rd 69. Travel north for approximately 8 miles. The trailhead will be on your right.","HORSEBACK RIDING OFF HIGHWAY VEHICLE","Royal Gorge Field Office 3028 E. Main Street",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"OHV",2,648,100,280,51
"125","Shelf Road Sites ","Royal Gorge Field Office","3028 E. Main street","Canon City","Colorado","81212",38.62438,-105.22499,"(719) 269-8500","Shelf Road is one of the most popular sport climbing areas in Colorado. It is located in south central Colorado, north of Canon City. Shelf Road follows the old stagecoach route to Cripple Creek. Canon City built this toll road back in 1892 - its free now. It twists north from Canon City along Fourmile Creek through valleys and canyons. Long bands of limestone tower above the road and line the rims of nearby canyons. The road through the canyons involves an elevation change from 5,330 feet at Canon City to 9,395 feet at Cripple Creek (a nice drive when tired from climbing). It is a dirt road, but easy, and passable with 2 WD vehicles. Shelf Road is home to many quality sport climbing routes, vertical limestone and is well known as one of the best climbing sites in Colorado. A sport climber's mecca with nearly 1000 routes on bombproof pocketed limestone. Routes vary from 5.7- 5.13 mostly bolted routes. There are two camping locations at Shelf Road. The lower area, Sand Gulch has 14 campsites and 1 group camping site. The upper area at The Banks has 33 campsites and 2 group camping sites. Just before you arrive at Shelf Road, you will pass Sand Gulch campground on your left. This is quality, spacious camping and access to the Sand Gulch area, home to many moderates climbs about a 15 minute walk from the campground. There is day use parking at the northwest end of the campground, and overflow parking at the north end, where the Free form trail begins. Shelf Road also has ample-sized trailhead parking for equestrians with corrals. Adventurous anglers can hike to Fourmile creek for fishing. Hiking and hunting are popular in the area as well as a short drive on a 4X4 loop trail. For more information, please contact the Royal Gorge Field Office. There is much public information available.
","From I-25 to Colorado Springs, take the exit for Canon City  Travel SW on CO 115 to US Hwy 50, then west about 10 miles to Canon City. From Hwy 50 in Canon City, you can turn north at the Steinmeier traffic light (at Wal-Mart) or head North on Raynolds. Travel north on either road as both will curve to the left and intersect Field Avenue. Turn north (right) on Field and travel on this two-lane road for about five miles. It will join Fremont County Road 9 (also called Red Canyon Road) at a ""Y"" intersection. From here, continue north for 9.4 miles. You will see two roads on the left before the road you are traveling on turns to dirt. Both roads provide access to day-use and rock climbing sites. The first left is Sand Gulch area and the second left takes you to the Banks Campground and parking for day use. For the Banks area, travel by a corral and trailer parking and continue on the steep windy dirt road for approximately 1.25 miles. The campground will be on your right. TRAILERS NOT ADVISED on the Banks road.","CLIMBING CAMPING","Royal Gorge Field Office 3028 E. Main street",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Road",3,1813,317,1023,195
"126","Silt Mesa ","Colorado River Valley Field Office ","2300 River Frontage Road","Silt","Colorado","81652",39.576,-107.601,"970-876-9000","The Silt Mesa Extensive Recreation Management Area near Silt, Colorado is nestled below the Grand Hogback providing opportunities for OHV riding, hiking and horseback riding.  Due to the close proximity to neighborhoods the area is closed to target shooting.  For more information, please contact the Colorado River Valley Field Office.","From I-70, take Silt Exit 97 and head north.  At round-about, turn west on Highway 6 and then turn north (right) onto N. 7th Street.  Continue north and curve right on Peach Valley Road (County Road 214) for 2.1 miles.  Turn north on Bendetti Road (County Road 250).  Go 1 mile and the entrance to Silt Mesa is on the northeast when Bendetti Road turns west.","HIKING HORSEBACK RIDING OFF HIGHWAY VEHICLE","Colorado River Valley Field Office  2300 River Frontage Road",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Normal",22,336,50,358,68
"127","South Canyon River Access ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.56517,-107.41627,"970-876-9000","The South Canyon Recreation Site is a river access and boat launch area for the Colorado River below Glenwood Springs, CO.  No camping is allowed at this site.  Ample parking is provided, along with a restroom and a concrete boat ramp.  Park in the upper parking area and not outside the restroom.  This site is closed annually from November 15 - May 15. For more information, please contact the Colorado River Valley Field Office.","Take the South Canyon exit 111 off of I-70 and turn south.  At first bend in the road, turn west (right).","BOATING","Colorado River Valley Field Office 2300 River Frontage Road",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"River Access",22,431,73,105,22
"128","Specie Creek Boat Launch ","Uncompahgre Field Office","2465 South Townsend Avenue","Montrose","Colorado","81401",38.03007,-108.11093,"970-240-5300","Specie Creek is primarily a Boat launch and day-use area with parking spaces. This site marks the beginning of the Specie Creek to Beaver Creek run and the end of the Down Valley Park to Specie Creek run. This section has a number of blind corners adding a little zip to the whitewater. For more information, please contact the Uncompahgre Field Office.","Specie Creek Recreation site can be accessed from Colorado Hwy 145 (Unaweep/Tabeguache Scenic and Historic Byway) and turning south onto M44 Rd.","BOATING FISHING","Uncompahgre Field Office 2465 South Townsend Avenue",16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Boat Launch",16,353,63,144,23
"129","State Bridge Recreation Site "," Bureau of Land Management","Kremmling Field Office","Kremmling ","Colorado","80459",39.856779,-106.648539,"970-724-3000","State Bridge is a river access and parking site along the Upper Colorado River. The river segment between Pumphouse and State Bridge has heavy public use. Below State Bridge, fewer boaters are seen. Site features include one paved boat launch and an unpaved small-craft launch, toilets, dressing rooms, garbage service and non-potable water. 

 The original State Bridge over the Colorado River was built in 1860, and was one of the oldest vehicular bridges in Colorado. It was pivotal in the development of North Park and the Yampa Valley regions of northwest Colorado. The bridge was replaced with a modern bridge in 1966. Portions of the old bridge can be seen in the middle of the river and on the north bank. For more information, please contact the Kremmling Field Office.","State Bridge is located on the Upper Colorado River along the Colorado River Headwaters Scenic Byway between Bond and Kremmling and 14 mile from Highway I-70 and the Wolcott exit. Easily accessible From I-70 at Wolcott (Exit #157), State Bridge is only a 40 minute drive from Vail and 1 hour from Steamboat Springs and Winter Park.
FROM DENVER OR WEST COLORADO - Take I-70 to Exit #157 at Wolcott. Follow signs toward Steamboat Springs, Highway 131 north. In 14.4 miles, you cross the Colorado River, and you're looking at State Bridge. Take a right just after the bridge onto Trough Road and you're there.
FROM ESTES PARK - Take US-34 West to Granby. Take US-40 West to Kremmling. Turn left on CO-9 South for about 2 miles. After crossing the river, turn right (West) on the Colorado River Headwaters Scenic Byway (Grand County Rt #1) and follow the river for 19 miles. Rancho Del Rio is on the right.
 FROM ESTES PARK - Take US-34 West through Granby to Kremmling. Turn left on CO-9 South for about 2 miles. After crossing the river, turn right (West) on the Colorado River Headwaters Scenic Byway (Grand County Rt #1), also known as Trough Road, and follow the river for about 22 miles to State Bridge.","FISHING PADDLING"," Bureau of Land Management Kremmling Field Office",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Recreation Site",20,778,132,1205,219
"130","Stiffel Creek Trailhead ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.91783,-106.8022,"(970) 876-9000","Trailhead to the 12,000 acre King Mountain Recreation Area. The area offers excellent opportunities for wildlife viewing and has beautiful scenery. Hiking, horseback riding, hunting, and camping in an uncrowded area is possible. The area is most busy during hunting season. For more information, please contact the Colorado River Valley Field Office.","Take the Dotsero exit off I-70 (exit 133). Head north on the Colorado River Road for 28.5 miles.  Turn right on Antelope Creek Road (County Road 1). Travel 1.4 miles to the unimproved parking area on the west side of the road.  For more information, please contact the Colorado River Valley Field Office.","HIKING HUNTING","Colorado River Valley Field Office 2300 River Frontage Road",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Trail",11,350,52,304,54
"131","Strawberry ","Kremmling Field Office","2103 E. Park Avenue ","Kremmling","Colorado","80459",40.000546,-105.834092,"970-724-3000","The Strawberry area includes approximately 8 miles of Single-track, non- motorized trails that are collectively known as the Phases. These Trails are interconnected with 10.5 miles of roads, creating a stacked-loop network that offers a variety of bicycle riding options. Bicycles and Motorized vehicles are restricted to designated roads and trails only. Watch for signs indicating allowable uses on specific routes. For more information, please contact the Kremmling Field Office. ","The Strawberry area is located approximately .5 miles North of Tabernash, East of U.S. 40off of County Road 84. Turn East onto CR 83, Following it for .5 mile. Turn North onto County Road 84 for .75mile. Turn West onto BLM Road 2751 for .75 mile to the Hurd Peak Trailhead parking area. ","BIKING CAMPING HIKING HORSEBACK RIDING HUNTING","Kremmling Field Office 2103 E. Park Avenue ",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Normal",20,483,72,287,53
"132","Sunset Bridge Fishing Access ","Kremmling Field Office ","2103 East Park Avenue","Kremmling ","Colorado","80459",40.06518,-106.2143,"970-724-3000","The segment of the river from Granby to Kremmling is very popular for fishing and a portion has been designated as Gold Medal Water by the Colorado Division of Wildlife (CDOW). Sunset Bridge is one of the fishing accesses that is located along the river. The Bridge Itself is private property. However there are public facilities. Facilities include a parking area, a trail to the river. River access is about 1/4 mile long. For more information, please contact the Kremmling Field Office.","From HWY 40 turn left and follow the road behind the ranch house 0.4 miles to the parking area. 0.3 mile moderately steep trail to the river.","FISHING","Kremmling Field Office  2103 East Park Avenue",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Fishing Access",20,489,83,141,27
"133","Tabeguache Trail ","Bureau of land Management","Uncompahgre Field Office","Montrose","Colorado","81401",38.51487,-108.0112,"970-240-5300","The Tabeguache (pronounced TAB-a-watch) Trail crosses public land for 142 miles, connecting Montrose and Grand Junction, Colorado.  The trail begins in Shavano Valley and weaves through the canyons, mesas, and highlands of the Uncompahgre Plateau before ending in No Thoroughfare Canyon, a few miles west of Grand Junction.  The trail is marked by brown fiberglass posts approximately every mile, and at all intersections. Most of the trail is on remote lands administered by the U.S. Forest Service and BLM.  The adventurous nature of this trail requires users to be cautious, personally responsible, and self-sufficient and have a working knowledge of backcountry survival. The use of topographic maps, a compass and/or GPS unit is strongly recommended.  Carry plenty of drinking water as it is not readily available along the trail. 

To reduce damage to the resource, you are encouraged to avoid the area when wet conditions exist. It is difficult, but not impossible, for high-clearance 4-wheel drive vehicles to travel all but single-track sections of the trail. Users are urged to respect all property rights by closing gates, being watchful for livestock, and camping only in approved camping areas. Users should also be aware that the Uncompahgre Plateau is a nationally renowned hunting area, and during the hunting season, it is highly recommended that you wear orange hats and jackets. Check state hunting dates with the Colorado Division of Wildlife before beginning your trip. For more information, please contact the Uncompahgre and Grand Junction Field Offices, or the Colorado Plateau Mountain Bike Trail Association (COPMOBA), which has produced a brochure for the entire trail.
","From the intersection of US 285 and CR 140 (1 mile north of the intersection of US 50 and US 285 near Poncha Springs), go west on CR 140 for 1.7 miles. Turn right (north) onto CR 250 and drive 4 miles to where FR 252 branches to the left. Take FR 252 for 3.1 miles to the trailhead.","BIKING OFF HIGHWAY VEHICLE","Bureau of land Management Uncompahgre Field Office",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Trail",16,1697,270,282,59
"134","Texas Creek ","Royal Gorge Field Office","3028 E. Main Street","Canon City ","Colorado","81212",38.415119,-105.585288,"719-269-8500","The Texas Creek Recreation area is located west of Canon City and is a popular high-use area for motorized recreation users. The area is often rideable year round because it doesn't get much snow, and the snow it does get usually melts quickly. There are some mines and prospects to look at, and views from the higher hills reveal scenic views of the Sangre de Cristo Range. This area has around 45 miles of marked trails the range from easy 4x4 road to narrow and rocky ATV trails with sharp switchbacks. At lower elevations the trails wind through a mix of various scrub, juniper and pinon pine trees. As you continue to climb in elevation, the vegetation changes to mostly spruce, aspen, and Douglas- fir trees. Mule deer, bighorn sheep and elk can sometimes be seen in this area. For more information, please contact the Royal Gorge Field Office. ","From Canon City take West about 25 miles. Turn right (North) onto Fremont County Road 27 (Look for the Texas Creek Store). Proceed over bridge and continue about a ½ mile and follow sign for OHV parking.

From Salida Head east out of town on E Rainbow Blvd/US-50 E. Continue approximately 31.1 miles to Fremont County Road 27. Turn north on Fremont County Road 27 to access trails.
","CAMPING HUNTING OFF HIGHWAY VEHICLE","Royal Gorge Field Office 3028 E. Main Street",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Normal",14,851,150,382,69
"135","Thompson Creek Campground "," Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.32292,-107.2824,"(970) 876-9000","The Thompson Creek Recreation Management Area is located just a few miles southwest of Carbondale and provides beautiful, remote recreational opportunities. On the North end of the RMA is the Lorax trail, which is a popular non motorized route. In the southwest corner of the area is the Thompson Creek campground and trail, which winds along Thompson Creek to views of the rare geologic “fin” formations.  There are 4 shaded campsites along the creek with metal fire rings.  There are not picnic tables or restrooms.  Must pack out all human waste to eliminate contamination of creek.  There are not waste collections.  Access is not recommended during wet or snowy conditions.  For more information, please contact the Colorado River Valley Field Office.","The campground is located along Thompson Creek.  Go west on State Highway 133 in the town of Carbondale.  At the roundabout take Main Street (County Road 108) which turns into North Thompson Creek Road.  Parking for the Lorax trail head is approximately 4 miles up on the left.  Travel 3.2 additional miles and turn left on to South Thompson creek road which leads you to the campground along the creek. The road is not marked to turn.  The campsites are approximately 2.1 miles from the turn.","BIKING CAMPING HIKING"," Colorado River Valley Field Office 2300 River Frontage Road",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Campground",11,756,121,493,86
"136","Two Bridges ","2300 River Frontage Road",NA,"Silt","Colorado","81652",39.890978,-106.704113,"970-876-9000","BLM Site managed in cooperation with Eagle County. Boat ramp and parking available. Restroom available May 15- Nov. 15 annually.","From the Wolcott Exit on I-70, turn north onto Highway 131. Go 4 miles past State Bridge. Go through the town of Bond. You will see a boat ramp sign to turn left into Two Bridges.","BOATING",NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal",22,128,20,179,37
"137","Uncompahgre Wilderness ","Gunnison Field Office","210 West Spencer Avenue","Gunnison ","Colorado","81230",38.104005,-107.484813,"970-642-4940","The Uncompahgre Wilderness now contains a total of 102,721 acres and is managed by the Bureau of Land Management and the Forest Service. All of the Wilderness is in the state of Colorado. In 1980 the Uncompahgre Wilderness became part of the now over 109 million acre National Wilderness Preservation System. In wilderness, you can enjoy challenging recreational activities and extraordinary opportunities for solitude. In an age of ""...increasing population, accompanied by expanding settlement and growing mechanization,..."" you play an important role in helping to ""...secure for the American people of present and future generations the benefits of an enduring resource of wilderness"" as called for by Congress in the Wilderness Act of 1964. Please follow the regulations in place for this area, and use Leave No Trace techniques when visiting to ensure protection of its unique natural and experiential qualities.How to follow the seven standard Leave No Trace principles differs in different parts of the country (desert vs. Rocky Mountains). Click on any of the principles listed below to learn more about how they apply.Leave No Trace principles:Plan Ahead and PrepareTravel and Camp on Durable SurfacesDispose of Waste ProperlyLeave What You FindMinimize Campfire ImpactsRespect WildlifeBe Considerate of Other VisitorsRegulations:Motorized equipment and equipment used for mechanical transport are generally prohibited on all federal lands designated as wilderness. This includes the use of motor vehicles (including OHVs), motorboats, motorized equipment, bicycles, hang gliders, wagons, carts, portage wheels, and the landing of aircraft including helicopters, unless provided for in specific legislation. In a few areas some exceptions allowing the use of motorized equipment or mechanical transport are described in the special regulations in effect for a specific area. Click here for additional regulations or contact the agency.Contact Information:GUNNISON RANGER DISTRICT216 N Colorado StreetGunnison, CO 81230Phone: 970-641-0471OURAY RANGER DISTRICT2505 S TownsendMontrose, CO 81401Phone: 970-240-5300BLM GUNNISON RESOURCE AREA216 North Colorado St.Gunnison, CO 81230Phone: 970-641-0471Office hours:  8 AM to 5 PM M-F","The American Flats portion of the Uncompahgre Wilderness is located approximately 5 miles east of Ouray and approximately 11 miles west of Lake City in Hinsdale County. Access to the area is via the seldom used Horsethief Pack Trail off Hinsdale County Road 30.","WILDERNESS","Gunnison Field Office 210 West Spencer Avenue",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wilderness",18,2236,327,261,44
"138","Upper Beaver Creek Recreation Site ","Uncompahgre Field Office","2465 South Townsend Avenue","Montrose","Colorado","81401",38.107991,-108.187047,"970-240-5300","The San Miguel river offers the whitewater boater a variety of runs, all within the class II+ to III range. Upper Beaver Creek site is a day use site for boat launching. The site includes a restroom, cabanas, picnic tables, and a boat ramp. For more information, please contact the Uncompahgre Field Office. ","Upper Beaver Creek Recreation Site is located along Colorado Hwy 145 which is also known as the Unaweep/Tabeguache Scenic and Historic Byway. Beaver Creek, (turn off easy to miss) turn left off of Hwy 145 approximately 9.5 miles after Specie Creek. If you cross Norwood Bridge turn around - it's behind you.","BOATING PICNICKING","Uncompahgre Field Office 2465 South Townsend Avenue",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Recreation Site",16,308,53,307,52
"139","Ute Trail Trailhead-Dotsero ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.65077,-107.06519,"(970) 876-9000","The recreation site is a trailhead parking area which provides access to a trail leading to the top of the mountain. The views are expansive and scenic.","The recreation site is located at the confluence of the Colorado and Eagle rivers. Exit Interstate Highway 70 at Dotsero and drive west along the access road. Cross the Colorado River and enter the traffic circle. Take the traffic circle exit to go north on Colorado River Road. The parking area is located a few hundred yards north of the traffic circle and on the left side (west) of the road.","HIKING","Colorado River Valley Field Office 2300 River Frontage Road",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Trail",11,152,27,395,71
"140","Vale of Tears WSA ","455 Emerson Street",NA,"Craig","Colorado","81625",0,0,"970-826-5000","The remote Vale of Tears Wilderness Study Area (WSA) is located on the southern slopes of the southeastern end of Douglas Mountain, within 0.5 miles of the Yampa River in Dinosaur National Monument. The Vale of Tears WSA is a continuation of the landforms found in Dinosaur National Monument. The upper two-thirds of several draws and drainages are within the WSA. The Vale of Tears drainage in the southern section has the appearance of colorful badlands with banded, multicolored soil. The rugged, Sawmill Canyon cuts through the eastern part of the WSA. The remainder of the area consists of ridges, peaks, and draws, which contribute to its overall ruggedness. There are no developed recreation sites but the area offers opportunities for visitors to enjoy deer and elk hunting, camping, sightseeing, hiking, backpacking and horseback riding. Motorized and mechanized vehicle travel is limited to existing roads and trails within these WSAs. Vegetation consists mainly of pinyon-juniper woodlands with sagebrush and saltbush/greasewood communities at lower elevations. Fauna includes fox, coyote, black bear, mountain lion, mule deer, elk, raptors and various songbirds, gopher snakes, and western diamondbacks.","The Vale of Tears WSA is located in Moffat County, approximately 25 miles west of Maybell; 55 miles west of Craig. The Ant Hills, Chew Winter Camp, Cross Mountain, and Peterson Draw WSAs are also nearby.","CAMPING HIKING HORSEBACK RIDING HUNTING WILDERNESS",NA,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,"WSA",21,1215,187,203,36
"141","Wildhorse Mesa ","McInnis Natoinal Conservation Area","2815 H Road","Grand Junction","Colorado","81506",39.17,-109.019,"970-244-3000","Wildhorse Mesa is an equestrian and hiking trail located in Rabbit Valley within McInnis Canyons National Conservation Area. To view a map of Rabbit Valley visit: https://www.coloradocanyonsassociation.org/maps-ncinnis-canyons/","From Grand Junction travel west on I-70 to Rabbit Valley (exit 2). Take a left and go over the interstate to the entrance of the National Conservation Area. Continue straight, right at the first intersection, and left and the second intersection. The trailhead is approximately 1.5 miles past the entrance.","HIKING HORSEBACK RIDING","McInnis Natoinal Conservation Area 2815 H Road",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Normal",17,227,31,306,51
"142","Willow Creek WSA ","White River Field Office","220 E. Market Street ","Meeker","Colorado","81641",40.290296,-108.867851,"(970) 878-3800","The Willow Creek WSA is more characteristic of the arid canyon ecosystems found in the Colorado Plateau than in the Rocky Mountain Forest Province eco-region, where it exists.

Geographically, the area generally lies within the Skull Creek Basin. The area is cut by steep, colorful ridges, hogbacks, deep gullies, unique rock formations, and canyons of sandstone eroded by rain and snowmelt waters. A 1,000-foot cliff dominates the north end of the WSA. The steep and rugged terrain and numerous canyons provide outstanding scenery and recreation opportunities. In addition, the area contains some of the oldest known pinyon pine trees, as well as numerous and significant archaeological resources dating back 10,000 years. Activities include hiking, backpacking, camping, rock climbing, horseback riding, hunting, and photography.

Vegetation consists mainly of pinyon-juniper, sagebrush, saltbush, native grasses and forbs, boxelder, cottonwoods, and willows. Fauna includes elk, mule deer, golden eagles, various other raptors, and numerous smaller mammals, birds, and reptiles. For more information, please contact the White River Field Office.","The Willow Creek WSA is located in Moffat County, approximately five miles northeast of Dinosaur, CO and eight miles south of Dinosaur National Monument. The eastern boundary of the WSA is shared with the Skull Creek WSA.","CLIMBING CAMPING HUNTING PHOTOGRAPHY","White River Field Office 220 E. Market Street ",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"WSA",12,1148,168,221,37
"143","Windy Point Site ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81601",39.8566,-106.64876,"(970) 876-9000","This site provides four campsites with picnic tables and BBQ stands or fire rings and an ADA-Accessible Vault Toilet.   Access by boat or narrow dirt road (trailers not recommended) south of State Bridge Landing. For more information, please contact the Colorado River Field Office.","Take I-70 Exit 157 at Wolcott.  Travel north .2 miles to stop sign.  Turn west onto frontage road (Highway 6) for .4 miles.  Turn north onto Highway 131 and follow to State Bridge for 10.6 miles.  Access is south of State Bridge.  For more information, please contact the Colorado River Field Office for more details.","CAMPING","Colorado River Valley Field Office 2300 River Frontage Road",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",11,282,45,317,56
"144","Wingo Junction River Access ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.34252,-107.00587,"970-876-9000","The Wingo Junction Recreation Site is a river access and boat launch area for the Roaring Fork River upstream of Basalt, CO.  This site is co-managed with the BLM Colorado River Valley Field Office and Pitkin County Open Space.  There is a concrete boat ramp with plenty of parking.  The nearby sidewalk may be slippery.  Restrooms are not provided by the BLM or Pitkin County Open Space.  For more information, please contact the Colorado River Valley Field Office.","Take Highway 82 south of Basalt, CO.  Once you drive under the pedestrian bridge, look to your right for a big parking area.","BOATING","Colorado River Valley Field Office 2300 River Frontage Road",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"River Access",22,466,79,124,23
"145","Wolcott Campground ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.71183,-106.69583,"(970) 876-9000","Wolcott Campground is located along the Eagle River and is readily accessible from Interstate Highway 70. It is located just to the east of the scenic Red Canyon on Interstate 70. The Wolcott Campground and boat ramp are open May 15 - November 15 annually. There is no reservation system. Campsites are occupied on a first come, first serve basis. For more information, please contact the Colorado River Valley Field Office.","Take the I-70 Exit 157 at Wolcott and turn north. Then turn left onto frontage road (Old Highway 6) at stop sign. Follow road 2 miles past bridge and the Wolcott Yacht Club. Turn off to the right at Wolcott Recreation Area and follow the road downhill to the campground.","CAMPING","Colorado River Valley Field Office 2300 River Frontage Road",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Campground",11,424,70,270,51
